,movie_index,code,mbti,title,subtitle,genre,story,image,pubDate,director,actors,rating,rtime
2768,2462,52794,ENTP INFP ,스트레인저 댄 픽션,Stranger Than Fiction,판타지 코미디 드라마 멜로/로맨스,"단조롭고 평범한 일상의 국세청 직원 헤롤드 크릭. 어느 날, 그는 자신의 머리 안에서 그의 행동 하나하나를 정확히 설명하는 어떤 여자의 목소리를 듣게 된다. 설상가상으로 이 목소리는 그가 곧 죽을 것이라고 말하는 게 아닌가! 이 황당하고 믿기 어려운 현실 앞에 헤롤드는 목소리의 주인공을 찾아 나서기 시작한다. 우여곡절 끝에 찾아낸 그녀는, 주인공을 끝내 죽이는 비극만을 쓰는 소설가 카렌 아이플! 그리고 이번 소설의 주인공이 바로 헤롤드 크릭이었던 것! 과연 그는 이번 소설의 비극적 주인공이 되어야만 하는 것일까?!",https://ssl.pstatic.net/imgmovie/mdi/mit110/0527/E2794-01.jpg,2006,마크 포스터,"['윌 페렐', '매기 질렌할', '더스틴 호프만', '퀸 라티파', '엠마 톰슨', '토니 헤일']",8.72,112분 
2770,2464,122489,ENTP ENTJ ISTJ INFJ ,정글북,The Jungle Book,모험 드라마,"늑대에게 키워진 ‘인간의 아이’ 모글리는 정글의 무법자 쉬어칸의 위협을 받고 유일한 안식처였던 정글이 더 이상 그에게 허락되지 않는 위험한 장소가 된 것을 깨닫고, 모두의 생존을 위해 정글을 떠나야만 한다. 정글을 떠나는 여정은 끝없는 위협으로 가득 차 있고, 쉬어칸 역시 그를 바짝 쫓는데…",https://ssl.pstatic.net/imgmovie/mdi/mit110/1224/122489_P31_133259.jpg,2016,존 파브로,"['이드리스 엘바', '스칼릿 조핸슨', '루피타 뇽', '벤 킹슬리', '닐 세티', '빌 머레이']",8.45,106분 
2771,2465,74101,ENTP ENTJ ISFJ INFJ INTP ,황당한 외계인: 폴,Paul,SF 코미디,"지구 생활 60년, 음주가무 돋는 어른용 ET가 온다! 4월, 지상 최대의 SF 코미디 지구 상륙!  외계인과 SF를 좋아하는 절친한 괴짜들 그램과 클라이브는 SF 코믹콘 행사에 참여하기 위해 미국 여행길에 오른다. 코믹콘 행사 이후 SF 매니아들 사이에서는 외계인 성지 순례길이라고 불리우는 UFO의 메카, 외계인 연구 비밀 구역까지 찾아간 두 남자. 오마이 갓뜨! 그 곳에서 인간들에게 쫓기고 있는 진짜 외계인을 만나게 되는데, 지구에 온 지 60년이 된 '폴'이라는 이름을 가진 그는 음주가무와 음담패설을 즐기며 외계인 포스라고는 찾아볼 수 없다. '폴'을 이용해서 한 몫을 챙기려는 이들로부터 '폴'을 돕기 시작한 두 남자. 이제 쫓고 쫓기는 사상 최대의 글로벌 추격전이 시작된다!",https://ssl.pstatic.net/imgmovie/mdi/mit110/0741/74101_P06_142418.jpg,2011,그렉 모톨라,"['사이먼 페그', '닉 프로스트', '제이슨 베이트먼', '크리스틴 위그', '시고니 위버', '세스 로건']",7.76,104분 
2773,2467,17581,ENTP ISFJ ISTP ,케이블 가이,The Cable Guy,코미디 드라마 스릴러,"로빈(Robin Harris: 레슬리 만 분)과 동거하던 스티븐 코박스(Steven Kovacs: 메튜 브로데릭 분)는 그녀에게 청혼했다가 퇴짜맞자 따로 아파트를 얻어 혼자 산다. 코박스를 딱하게 여긴 친구 릭(Rick: 잭 블랙 분)은 그에게 케이블을 신청해보라고 권한다. 케이블 설치공에게 가설비 외에 웃돈으로 50달러를 슬쩍 쥐어주면 24시간 영화 프로그램을 공짜로 가설받을 것이라고 귀뜸과 함께. 연락을 받고 찾아온 케이블 가이(Chip Douglas: 짐 캐리 분)는 코박스에게 우량 고객용 서비스는 물론 온갖 호의를 다 베푼다. 코박스가 로빈과 사이가 나빤진 것까지 알고 있는 케이블 가이는 코박스가 로빈과 다시 가까워질 수 있도록 묘수를 가르쳐 준다. 그런 케이블 가이가 코박스도 싫지는 않다. 그러나 케이블 가이의 호의는 악몽의 시작이었다.  어느날, 농구 경기 중에 케이블 가이가 보인 괴팍한 성질을 목격하고 코박스는 그를 멀리하고 싶어한다. 그러자 케이블 가이는 코박스의 호감을 사기위해 가라오케 장비와 하이파이 오디오 시스템 등을 구해와서 코박스의 기분을 맞춰주며 선심을 산다. 로빈과 헤어져 외로움을 느끼고 있는 코박스에게 여자도 소개시켜준다. 그러나 그 여자가 청녀란 사실을 알게 된 코박스는 모든 것이 케이블 가이의 계략이었음을 깨닫고 그에게 결별을 선언한다. 얼마 후 코박스에게 경찰이 찾아온다. 가라오케 장비와 음형기기 등 도난당한 장물을 소유한 죄목으로 연행된다. 케이블 가이는 구치소까지 찾아와 코박스를 괴롭히고, 코박스는 보석으로 풀려난다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7581-00.jpg,1996,벤 스틸러,"['짐 캐리', '매튜 브로데릭']",7.45,96분 
2774,2468,182015,ENTP ISFP ISTJ INFP ,스케어리 스토리: 어둠의 속삭임,Scary Stories to Tell in the Dark,판타지 공포,"마을의 폐가에서 발견한 책 한 권. 책을 펼치는 순간 멈출 수 없는 공포스러운 스토리가 책에 나타나기 시작한다.  태워도, 버려도, 찢어도 멈출 수 없는 죽음의 스토리는 기괴하고 기묘하면서도 끔찍한 판타지 세상을 하나씩 그들에게 선물하는데...",https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182015_P24_102652.jpg,2019,안드레 외브레달,"['조 마가렛 콜렛티', '마이클 가르자', '오스틴 자주르', '오스틴 에이브람스']",5.63,108분 
2775,2469,18173,ENTP ISTP ISTJ INFJ ,콘 에어,Con Air,액션 모험 스릴러,"최정예 특공대원 카메론 포우(니콜라스 케이지 분)는 제대하던 날 아내와 귀가하다가, 자신의 아내를 노리는 폭력배로부터 위협을 받는다. 불행하게도 카메론은 그들 중 한 명을 죽이게 된다. 사랑하는 아내와 아내의 뱃속에서 자라고 있는 딸을 지키기 위해서였다. 그로부터 8년 뒤, 모범수로 가석방된 카메론은 결코 타지 말았어야 할 죄수 수송기에 몸을 싣는다. 이 수송기는, 미국 전역의 형무소에 격리수용된 악명높은 죄수들만 따로 통합 수용하기 위하여 세워진 새 형무소로 흉악범들을 이송하는 임무를 띤 ‘콘 에어’ 수송기였다.  모범수인 카메론은 그 형무소까지 가지 않고 중간 기착지에서 내리도록 되어 있다. 콘 에어가 이륙하는 순간 카메론은 예상하지 못한 위기를 직감한다. 8명의 죄수들이 콘 에어를 공중납치해버린 것이다. 죄수들의 행동 대장은 ‘바이러스’란 별명을 가진 사이러스 그리섬(존 말코비치 분)이다. 카메론은 사태의 심각성과 신변의 위험을 깨닫지만 기내에 동승한 연방 보안 요원과 간수들이 속속 당하는 것을 보고만 있어야 할 만큼 속수무책이다. 연방 보안관이자 진압 대장인 빈스 라킨(존 쿠삭 분)과 FBI요원 그리고 특전반은 콘 에어가 착륙할 사막의 중간 기착지에 매복한 뒤 기습소탕작전을 준비하고 있다. 수송기에 탑승할 중간 기착지의 죄수들이 대기하고 있는 가운데 콘 에어가 서서히 착륙한다. 그러나 내리기로 되어 있던 카메론은 보이지 않고, 라킨의 상관은 기내의 보안요원이 전부 살해된 것으로 판단하고 콘 에어 수송기를 공중 폭파시키라는 명령을 내리는데..",https://ssl.pstatic.net/imgmovie/mdi/mit110/0181/A8173-00.jpg,1997,사이먼 웨스트,"['니콜라스 케이지', '존 쿠삭', '존 말코비치']",9.1,115분 
2776,2470,92067,ENTP ENTJ ISFJ ISTP ,이스케이프 플랜,Escape Plan,액션 미스터리 스릴러,"직접 감옥에 들어가 약점을 찾아내 탈출한 뒤, 탈출 불가능한 감옥으로 설계하는 최고의 탈출 전문가 ‘브레슬린’은 CIA로부터 비밀 사설 감옥의 테스트를 맡게 된다. 임무 수행 첫날 괴한의 공격을 당한 후 눈을 뜬 곳은 마스크로 얼굴을 가린 채 중무장한 교도관, 24시간 감시되는 유리로만 만들어진 수감방, 하늘도 땅도 외부의 모든 것이 차단된 첨단 감옥! 바로 자신이 설계한 완벽한 감옥에 갇힌 ‘브레슬린’은 곧 함정에 빠졌음을 알게 되고, 자신에게 접근해오는 ‘로트마이어’를 만나게 되는데...  탈출 확률 제로! 최강의 감옥 ‘툼’을 탈출하기 위한 불가능한 플랜이 시작된다!",https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92067_P47_111557.jpg,2013,미카엘 하프스트롬,"['아놀드 슈왈제네거', '실베스터 스탤론', '제임스 카비젤']",8.35,115분 
2777,2471,10001,ENTP ISFP ISTJ INFJ ,시네마 천국,Cinema Paradiso,드라마 멜로/로맨스,"어린 시절 영화가 세상의 전부였던 소년 토토는 학교 수업을 마치면 마을 광장에 있는 낡은 시네마 천국이라는 극장으로 달려가 영사 기사 알프레도와 친구로 지내며 어깨너머로 영사기술을 배운다. 어느 날 관객들을 위해 광장에서 야외 상영을 해주던 알프레도가 그만 화재 사고로 실명하게 되고, 토토가 그의 뒤를 이어 시네마 천국의 영상기사로 일하게 된다. 실명한 후에도 토토의 친구이자 아버지로 든든한 정신적 지주가 되어준 알프레도는 청년이 된 토토가 사랑하는 여자 엘레나의 부모님의 반대로 좌절하자 넓은 세상으로 나가서 더 많은 것을 배우라며 권유하는데...",https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10001_P51_165249.jpg,1988,쥬세페 토르나토레,"['마르코 레오나르디', '필립 느와레', '자끄 페렝', '살바토레 카스치오', '브리지트 포시']",9.33,124분 
2778,2472,26756,ENTP INFP ,모리스,Maurice,드라마 멜로/로맨스,"20세기 초 영국, 케임브리지 대학교. 우연히 만나게 된 모리스와 클라이브는 낡은 관념의 무료한 대학 생활 속에서 서로에게 해방감을 줄 수 있는 존재로 발전해가고, 누구보다 가까웠던 두 사람의 우정은 서서히 사랑의 감정으로 변해간다.  하지만 사랑 하나면 모든 걸 버릴 수 있는 모리스와 그 모든 걸 잃는 게 두려운 클라이브의 사랑은 조금씩 흔들리기 시작한다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0267/26756_P31_142133.jpg,1987,제임스 아이보리,"['제임스 윌비', '휴 그랜트']",8.91,140분 
2779,2474,36959,ENTP ISTJ ,성질 죽이기,Anger Management,코미디,"평소 순딩이로 소문난 데이브 버즈닉(아담 샌들러)은 사실 성질을 죽일 필요가 전혀 없는 남자. 어느날 출장 때문에 비행기를 탔다가 성질 나쁜 말썽꾼이라는 오해를 사는 바람에 법원에서 그에게 분노를 억누르는 '성질 죽이기' 치료를 받으라는 판결을 내린다. 할 수 없이 버디 라이델 박사(잭 니콜슨)가 운영하는 '성질 죽이기' 프로그램에 참여하긴 했지만, 박사를 비롯해서 같이 모인 사람들이 어딘가 수상하다.  하루 빨리 치료에서 벗어나고픈 데이브와는 24시간 밀착치료를 주장하며 아예 그의 집에 눌러앉은 버디 박사는 도저히 이해할 수 없는 ‘성질 죽이기’ 치료로 부처님 같던 데이브를 오히려 참을 수 없이 열받는 상태로 몰아간다. 문제는 화를 낼 때마다 이 지옥같은 치료기간이 늘어난다는 점. 버디 박사에게 애인마저 빼앗길 처지가 된 데이브와 전직이 의심스러운 심리치료사 버디 박사는 서로가 모르게 극약처방을 준비하는데...",https://ssl.pstatic.net/imgmovie/mdi/mit110/0369/C6959-00.jpg,2003,피터 시걸,"['아담 샌들러', '잭 니콜슨']",6.78,106분 
2780,2475,101960,ENTP ISTJ ,투모로우랜드,Tomorrowland,모험 미스터리 SF,"선택 받은 자만이 들어갈 수 있는 평행 세계 투모로우랜드. 최고의 천재 과학자 데이빗(휴 로리)은 지구 종말을 대비해, 투모로우랜드를 또 다른 최첨단 과학 기술의 세계로 만드는 것에 집중한다. 우연히 투모로우랜드에 들어갔던 프랭크(조지 클루니)는 그곳이 세상의 미래를 바꿀 수 있다고 믿었지만, 데이빗과의 대립에 의해 추방 당하고, 이후 스스로를 고립시킨 채 은둔하며 살아간다. 한편, 현명하고 호기심 많은 십대 소녀 케이시(브릿 로버트슨)는 우연히 투모로우랜드의 티켓인 ‘핀’을 줍게 되는데…",https://ssl.pstatic.net/imgmovie/mdi/mit110/1019/101960_P15_100951.jpg,2015,브래드 버드,"['조지 클루니', '휴 로리', '브릿 로버트슨', '래피 캐시디']",7.29,129분 
2781,2476,14425,ENTP ,데몰리션 맨,Demolition Man,액션 SF,"1996년, 스파르탄(실베스타 스탤론 분)은 사건의 장애물을 거침없이 없애 버리는 경찰로 동료들은 그를 ‘파괴자’라는 뜻의 ‘데몰리션 맨’이라고 부른다. LA 피닉스(웨슬리 스나입스 분)라는 한 킬러가 폭탄 장치된 빌딩 안에 30명의 인질을 붙잡는 사태가 벌어지자, 스파르탄은 그를 체포하지만 빌딩을 폭파된다. 결국 그가 모르는 사이 30명의 인질이 죽자 임무과실로 체포된다. 그리고 냉동 감옥에서 얼려져 70년형을 살게 된다.  2032년, 도시는 혁신적인 경영 방침으로 모든 범죄를 사라지게 했다. 하지만 피닉스의 탈출로 도시는 파괴되기 시작한다. 여경찰 레니나(산드라 블록 분)는 스파르탄의 존재를 알고 피닉스를 체포하기 위해 그의 가석방을 건의한다. 드디어 스파르탄은 오랜 잠에서 깨어나 그의 최대 적수를 상대하게 된다. 그에게 있어 피닉스를 잡는 것만이 다시금 냉동 감옥으로 수감되지 않는 길이기에.  한편 냉동 상태에서 재생되는 동안 스파르탄과 피닉스는 새로운 교육을 받았는데 피닉스는 과거보다 더 위험한 인물로 변해 있었다. 피닉스를 추적하는 과정에서 스파르탄은 그가 새롭게 보강된 능력 뒤에 어떤 음모가 있음을 느낀다. 바로 그의 배후에는 평화로운 미래 도시의 지도자 콕토 박사가 있었다. 그는 말썽을 일으키는 지하 인간들을 퇴치하기 위해 냉동 죄수인 악당 피닉스를 고의로 탈옥시켜 지하 인간들의 지도자 프렌들리를 죽이게 하고, 가석방한 스파르탄을 피닉스 견제용으로 활용한다는 것이다. 20세기를 동경하는 여경찰 헉슬리는 스파르탄과 함께 피닉스 검거에 나서면서 터프한 매력을 발산하는 스파르탄에게 반해 버린다. 피닉스가 박물관을 파괴하는 등 난동을 부리자 미래도시의 경찰과 시민들은 두려움에 떨며 경악하고, 이를 기회로 콕토 박사는 자기의 권력을 더욱 강화함은 물론 프렌들리의 세력을 뿌리 뽑으려 한다.  그러나 피닉스는 냉동 복역 기간 중에 콕토의 계획에 따라 세뇌 프로그램에 의해 교육되었음에도 불구하고 미래 세계를 스스로 지배하고 싶어 콕토를 배신한다. 세력 형성을 위해 냉동 교도소에 갇혀 있는 수많은 폭력범들을 녹이려 하던 피닉스는 단신으로 뛰어든 스파르탄의 활약으로 결국 산산조각난 얼음부스러기 신세가 되고, 미래의 전체주의 도시는 보다 인간적인 사회로 바뀐다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0144/A4425-01.jpg,1993,마르코 브람빌라,"['실베스터 스탤론', '웨슬리 스나입스']",8.38,115분 
2782,2477,18708,ENTP ENTJ ISFP INFP ,로스트 하이웨이,Lost Highway,액션 SF,"1996년, 스파르탄(실베스타 스탤론 분)은 사건의 장애물을 거침없이 없애 버리는 경찰로 동료들은 그를 ‘파괴자’라는 뜻의 ‘데몰리션 맨’이라고 부른다. LA 피닉스(웨슬리 스나입스 분)라는 한 킬러가 폭탄 장치된 빌딩 안에 30명의 인질을 붙잡는 사태가 벌어지자, 스파르탄은 그를 체포하지만 빌딩을 폭파된다. 결국 그가 모르는 사이 30명의 인질이 죽자 임무과실로 체포된다. 그리고 냉동 감옥에서 얼려져 70년형을 살게 된다.  2032년, 도시는 혁신적인 경영 방침으로 모든 범죄를 사라지게 했다. 하지만 피닉스의 탈출로 도시는 파괴되기 시작한다. 여경찰 레니나(산드라 블록 분)는 스파르탄의 존재를 알고 피닉스를 체포하기 위해 그의 가석방을 건의한다. 드디어 스파르탄은 오랜 잠에서 깨어나 그의 최대 적수를 상대하게 된다. 그에게 있어 피닉스를 잡는 것만이 다시금 냉동 감옥으로 수감되지 않는 길이기에.  한편 냉동 상태에서 재생되는 동안 스파르탄과 피닉스는 새로운 교육을 받았는데 피닉스는 과거보다 더 위험한 인물로 변해 있었다. 피닉스를 추적하는 과정에서 스파르탄은 그가 새롭게 보강된 능력 뒤에 어떤 음모가 있음을 느낀다. 바로 그의 배후에는 평화로운 미래 도시의 지도자 콕토 박사가 있었다. 그는 말썽을 일으키는 지하 인간들을 퇴치하기 위해 냉동 죄수인 악당 피닉스를 고의로 탈옥시켜 지하 인간들의 지도자 프렌들리를 죽이게 하고, 가석방한 스파르탄을 피닉스 견제용으로 활용한다는 것이다. 20세기를 동경하는 여경찰 헉슬리는 스파르탄과 함께 피닉스 검거에 나서면서 터프한 매력을 발산하는 스파르탄에게 반해 버린다. 피닉스가 박물관을 파괴하는 등 난동을 부리자 미래도시의 경찰과 시민들은 두려움에 떨며 경악하고, 이를 기회로 콕토 박사는 자기의 권력을 더욱 강화함은 물론 프렌들리의 세력을 뿌리 뽑으려 한다.  그러나 피닉스는 냉동 복역 기간 중에 콕토의 계획에 따라 세뇌 프로그램에 의해 교육되었음에도 불구하고 미래 세계를 스스로 지배하고 싶어 콕토를 배신한다. 세력 형성을 위해 냉동 교도소에 갇혀 있는 수많은 폭력범들을 녹이려 하던 피닉스는 단신으로 뛰어든 스파르탄의 활약으로 결국 산산조각난 얼음부스러기 신세가 되고, 미래의 전체주의 도시는 보다 인간적인 사회로 바뀐다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/18708_P14_120102.jpg,1997,데이빗 린치,"['빌 풀만', '패트리샤 아퀘트', '발타자 게티']",7.92,115분 
2783,2478,118959,ENTP ISFP ISTJ ,더 글래스 캐슬,The Glass Castle,드라마,"별나고, 강하고, 끈끈한 가족의 모험담인 ‘더 글래스 캐슬’은 무조건적인 사랑을 보여 주는 놀라운 이야기로, 오스카상 수상자 브리 라슨이 지넷 월스의 베스트셀링 회고록에 나오는 심각한 역기능적 부친 (우디 해럴슨)의 쾌활하고 거친 성격의 영향을 받은 젊은 여인으로 분하여, 자신만의 방식으로 성공적인 삶을 얻기 위해 불타는 투지를 보여 줍니다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118959_P01_160636.jpg,2017,데스틴 크리튼,"['브리 라슨', '나오미 왓츠', '우디 해럴슨']",5.2,127분 
2784,2479,29980,ENTP ,아이 양육,Bringing Up Baby,코미디,"다양한 장르에 걸쳐 고르게, 그리고 뛰어난 재능을 발휘했던 하워드 혹스가 만든 스크루볼 코미디의 대표작으로 경쾌하고 빠른 혹스적 대사의 묘미가 압권이다. 자신의 애완동물인 표범을 코네티컷의 고모댁에 보내고자 하는 수잔과 공룡 브론토사우루스의 잃어버린 갈비뼈를 되찾으려는 고생물학자 데이빗 간의 기이한 연애담을 담은 영화다. 개봉 당시에는 그다지 성공을 거두지 못했지만 이후 많은 코미디 영화들에 지속적인 영향을 미친 작품으로, 속사포처럼 대사를 쏟아내는 캐서린 헵번의 당당한 매력이 매혹적이다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0299/29980_P02_184457.jpg,1938,하워드 혹스,"['캐서린 헵번', '캐리 그랜트']",7.0,102분 
2785,2480,118954,ENTP INFJ INTP ,아델라인 : 멈춰진 시간,The Age of Adaline,드라마 멜로/로맨스,"우연한 사고 이후 영원히 늙지 않게 된 아델라인은 올해로 107세가 됐지만, 여전히 29세의 미모를 간직하고 있다. 자신의 정체를 수상하게 여기는 사람들을 피해 10년마다 신분과 거주지를 바꾸며 외롭게 살아가던 아델라인은 새해 전야 파티에서 만난 엘리스와 사랑에 빠지게 된다. 자신의 삶을 저주라고 생각하는 아델라인은 그에게 자신의 비밀을 고백하려 하는데… 시간이 멈춘 아델라인의 사랑은 다시 시작 될 수 있을까?",https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118954_P18_151618.jpg,2015,리 톨랜드 크리거,"['블레이크 라이블리', '미치엘 휘즈먼']",8.23,112분 
2786,2481,40034,ENTP ISFP INTP INTJ ,Mr. 히치 - 당신을 위한 데이트 코치,Mr. Hichi,멜로/로맨스 코미디,"알렉스 히치(윌 스미스)는 성공률 100%를 자랑하는 뉴욕의 전설적인 데이트 코치. 짝사랑에 잠 못이루거나 연애로 고민하는 수많은 사람을 구제해준 그에게 매혹적인 상속녀 알레그라에게 홀딱 반한 알버트(케빈 제임스)가 찾아온다. 연애경험 전무, 몸꽝에 몸치인 알버트와 뉴욕 사교계의 여신으로 불리는 알레그라의 데이트는 누가 봐도 불가능. 이제 히치의 능수능란한 데이트 코치가 시작되는데...  은밀하게 알버트의 데이트를 도와주던 히치는 알레그라의 행적을 쫓는 뉴욕 최고의 스캔들 전문기자 사라(에바 멘데스)에게 반하게 된다. 자신만만하게 그녀에게 대쉬하지만 그동안 갈고 닦았던 세련된 센스는 다 어디 갔는지 완벽한 데이트는 커녕, 실수 투성이에 오히려 사라 앞에서 철저하게 망가지는 난감한 상황의 연속인데... 과연 그는 자기 자신의 데이트에서도 성공할 수 있을까?",https://ssl.pstatic.net/imgmovie/mdi/mit110/0400/D0034-00.jpg,2005,앤디 테넌트,"['윌 스미스', '에바 멘데스']",8.34,118분 
2787,2482,92506,ENTP ISFP INFP ,더블: 달콤한 악몽,The Double,미스터리 멜로/로맨스,"숫기 없고 요령 없는 존재감 제로 사이먼(제시 아이젠버그).회사의 상사, 동료, 심지어 가족에게까지도 투명인간 취급을 당하며 무기력한 일상을 보내던 사이먼은 우연히 지하철에서 꿈의 이상형 한나(미아 바시코브스카)를 만나지만 소심한 성격 탓에 제대로 된 말 한마디 건네지 못한다.그러던 어느 날, 사이먼과 정반대의 성격을 가졌지만 완벽하게 같은 모습을 한 '분신' 제임스(제시 아이젠버그)가 회사에 입사하게 된다. 자신감 넘치는 성격과 섹시한 매력을 가진 제임스는 순식간에 회사의 인기남이 되고 사이먼의 멘토를 자청하며 그를 돕지만, 이내 사이먼의 삶까지 파고 들며 모든 것을 빼앗으려 한다.같지만 서로 다른 사이먼과 제임스, 그리고 한나. '사랑' 이라는 달콤한 악몽에 빠져버린 이들의 운명은 점차 복잡해져 가는데...",https://ssl.pstatic.net/imgmovie/mdi/mit110/0925/92506_P19_144915.jpg,2013,리차드 아요아데,"['미아 와시코브스카', '제시 아이젠버그']",7.73,93분 
2788,2484,17498,ENTP ISFJ INTP ,토탈 이클립스,Total Eclipse,드라마,"{1871년 9월 파리의 성공한 젊은 시인 베를렌느는 아더 랭보가 보낸 주옥같은 시 8편을 받게 된다. 베를렌느를 당장 답장을 써 보내길 '위대한 영혼 내게 오소서, 이는 운명의 부르심이니'. 다음의 이야기는 이들의 편지와 시를 근거해 만든 것이다. 베를렌느가 위대한 시인이라면 랭보는 가히 혁명적인 천재였다. 그가 16세에서 19세 사이에 남긴 시는 현대시의 면모를 완전히 바꾸어 놓았다 할 수 있다.}  프랑스를 시의 환상 속으로 몰고 가버린 두 천재 시인 폴 베를렌느(Paul Verlaine: 데이비드 툴리스 분)와 랭보(Arthur Rimbaud: 레오나르도 디카프리오 분). 이제 우리는 그들과 함께 예술과 사랑을 위한 긴 여행을 떠난다. 눈부시던 어느날 젊음의 미와 시에 대한 과감한 도전과 당당한 분위기로 압도하고 있던 16세 소년, 천재만이 언어를 다룬다고 생각했던 베를렌느에게 충격과 경탄에 이르게 한 소년 랭보. 그는 대 시인의 가슴을 저미게도 아프게도 행복하게도 할 수 있었던 유일한 사람이었다고 할 수 있다. 창조와 정열 그리고 사랑. 사랑은 공유 속에서 탄생하며 공유는 모든 벽을 깨부수고 굶주린 몸속에 스며든다.  이들의 미칠듯한 사랑은 연인이라는 이름으로 베를렌느의 부인 마틸드(Mathilde Maute: 로맨느 보랭제 분)를 비롯한 주위의 의심을 받기 시작한다. 당시 동성애는 도덕적으로만이 아니라 법률적으로도 죄악으로 취급받고 있었으니 이들의 관계는 언제 공격받을 지도 모르는 살얼음판 위에 있었던 것이다. 사람들의 시선을 피해 브뤼셀로 여행을 떠나지만, 여기서도 문제는 해결되지 않고. 랭보는 전통적이고 관습적이던 인간 자아에 대한 표현 대신에 진실을 찾아바깥으로 뻗어나가고 있었고, 베를렌느는 시를 통한 삶의 위안을 갈구하고 있었다.  상충된 두 사람의 세계관은 급기야 랭보로 하여금 베를렌느에게 절교를 선언 하게 되고, 이로 인해 흥분한 베를렌느는 랭보를 향해 총을 쏘지만, 이내 체포되어 2년간의 징역을 선고받는다. 출감한 그는 술에 찌든 채 사창가에서 하루하루를 보내다가 랭보의 누이 이자벨(Isabelle Rimbaud: 도미니크 브랑크 분)을 만나게 된다. 랭보는 아프리카를 여행하다가 다리에 병을 얻고 프랑스로 돌아왔지만 그의 출판 작업은 큰 어려움을 겪고 있었다. 그의 정신은 여전히 진실을 찾고 있었지만, 질병으로 인한 죽음의 그림자는 떨쳐버릴 수 없었다. 1892년, 랭보가 썼던 문제작들이 베를렌느의 수중에 있다는 것을 알고 있던 랭보의 누이 이자벨은 그를 방문, 모든 작품을 없애줄 것을 요청했다. 랭보의 작품을 유심히 지켜보는 베를렌느. 하지만 그는 결코 그것들을 없앨 수 없었다. 랭보의 작품들은 그동안 베를렌느 자신을 지켜온 모든 것이었기 때문이다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7498-00.jpg,1995,아그네츠카 홀란드,"['레오나르도 디카프리오', '데이빗 듈리스', '로만느 보링거', '도미니크 블랑']",8.63,111분 
2789,2485,33062,ENTP ISFP ISTJ INFJ ,디 아더스,The Others,미스터리 공포,"빛을 보지 못하는 희귀병을 앓는 두 아이와 그런 아이들을 홀로 지키며 어둠 속에서만 살아가는 여인. 어느 날 3명의 새로운 하인이 그녀의 집에 찾아왔다.  잠이 들면 들려 오는 기괴한 속삭임. 아무도 없는 방에서 흘러나오는 피아노 소리. 위 층에서 들려오는 아이들의 발소리…  그들이 이 집에 들어온 뒤, 기이한 일들이 일어나기 시작했다!",https://ssl.pstatic.net/imgmovie/mdi/mit110/0330/33062_P24_110521.jpg,2001,알레한드로 아메나바르,['니콜 키드먼'],8.5,104분 
2790,2486,67768,ENTP ENTJ ISFP ISFJ ISTJ INFP ,러블리 본즈,The Lovely Bones,범죄 드라마 판타지 스릴러,"기다려 왔던 첫 데이트 신청을 받고 들뜬 마음을 감추지 못하는 14살 소녀 수지. 그러나 수지는 학교에서 돌아오던 어느 겨울날, 첫 데이트를 앞두고 이웃집 남자에 의해 살해된다. 돌아오지 않는 수지를 기다리던 가족들은 그녀가 살해되었다는 경찰의 이야기를 받아들이지 못하고 고통 속에서 힘겨워 한다. 누구보다 사랑했던 첫째 딸을 잃은 아버지 '잭 새먼'은 경찰이 잡지 못하고 포기한 살인범을 찾기 위해 인생의 모든 것을 버려둔 채 집착 속에서 하루하루를 보내고, 아름답고 똑똑한 엄마이자 아내였던 '에비게일'은 비극의 무게를 끝내 견디지 못하고 가족의 곁을 떠나가고 만다. 그리고, 14살의 나이에 예기치 못한 비극을 맞이한 수지의 영혼은 천상으로 떠나지 못하고 지상과 천상의 '경계(In-Between)'에서 남겨진 사람들의 삶을 지켜보게 된다. 고통과 절망 속에 빠진 사랑하는 가족과 자신의 첫사랑. 그리고 살인범의 모습까지... 14살 소녀의 예기치 못한 죽음. 그리고 남겨진 가족들. 삶의 끝에서 만난 새로운 세상, 사랑은 아픔으로 더 단단해진다!",https://ssl.pstatic.net/imgmovie/mdi/mit110/0677/67768_P57_160206.jpg,2009,피터 잭슨,"['마크 월버그', '레이첼 와이즈', '시얼샤 로넌']",6.8,135분 
